date,Oil,Gold
12-07-2018,70.33,1245.9
13-07-2018,71.01,1241.7
14-07-2018,68.06,1241.1
15-07-2018,68.08,1232.8
16-07-2018,68.76,1224.5
17-07-2018,69.46,1217.6
18-07-2018,70.46,1228.8
19-07-2018,67.89,1225
20-07-2018,68.52,1228.4
21-07-2018,69.3,1231.5
22-07-2018,69.61,1228.3
23-07-2018,68.69,1224
24-07-2018,70.13,1223.8
25-07-2018,68.76,1221
26-07-2018,67.66,1219
27-07-2018,68.96,1215.5
28-07-2018,68.49,1216.3
29-07-2018,69.01,1209.7
30-07-2018,69.17,1212.4
31-07-2018,66.94,1209.6
01-08-2018,66.81,1214.4
02-08-2018,67.63,1214.4
03-08-2018,67.2,1200.4
04-08-2018,67.04,1197
05-08-2018,65.01,1182
06-08-2018,65.46,1180.4
07-08-2018,65.91,1178.4
08-08-2018,66.43,1184.4
09-08-2018,67.35,1191
10-08-2018,67.86,1196.7
11-08-2018,67.83,1192.4
12-08-2018,68.72,1197.7
13-08-2018,68.87,1197.7
14-08-2018,68.53,1212.3
15-08-2018,69.51,1204.2
16-08-2018,70.25,1197.3
17-08-2018,69.8,1202.5
18-08-2018,69.8,1200.1
19-08-2018,69.87,1190.9
20-08-2018,68.72,1196.7
21-08-2018,67.77,1205.2
22-08-2018,67.75,1198.9
23-08-2018,67.54,1196.6
24-08-2018,69.25,1189.9
25-08-2018,70.37,1195.6
26-08-2018,68.59,1209.8
27-08-2018,68.99,1202
28-08-2018,68.91,1201.9
29-08-2018,69.85,1200.2
30-08-2018,71.12,1203.3
31-08-2018,70.8,1208.4
01-09-2018,70.78,1198.7
02-09-2018,72.08,1202.8
03-09-2018,72.28,1201.9
04-09-2018,71.57,1194.3
05-09-2018,72.12,1185.4
06-09-2018,73.25,1187.3
07-09-2018,75.3,1189.4
08-09-2018,75.23,1204.7
09-09-2018,76.41,1201.2
10-09-2018,74.33,1203.5
11-09-2018,74.34,1203.8
12-09-2018,74.29,1187
13-09-2018,74.96,1185.6
14-09-2018,73.17,1188.6
15-09-2018,70.97,1205.6
16-09-2018,71.34,1219.8
17-09-2018,71.78,1230
18-09-2018,71.92,1230.7
19-09-2018,69.75,1229.1
20-09-2018,68.65,1223
21-09-2018,69.12,1227.9
22-09-2018,69.17,1222.3
23-09-2018,66.43,1236
24-09-2018,66.82,1230.6
25-09-2018,67.33,1230.8
26-09-2018,67.59,1233.9
27-09-2018,67.04,1230.8
28-09-2018,66.18,1225.4
29-09-2018,65.31,1215
30-09-2018,63.69,1231.2
01-10-2018,63.14,1232.1
02-10-2018,63.1,1232.3
03-10-2018,62.21,1231.6
04-10-2018,61.67,1230
05-10-2018,60.67,1224.2
06-10-2018,60.19,1211.4
07-10-2018,59.93,1205.6
08-10-2018,55.69,1202.1
09-10-2018,56.25,1203.3
10-10-2018,56.46,1211.9
11-10-2018,56.46,1222.4
12-10-2018,56.76,1221.6
13-10-2018,53.43,1223
14-10-2018,54.63,1226.1
15-10-2018,54.63,1227.1
16-10-2018,50.42,1223.7
17-10-2018,51.63,1223.4
18-10-2018,51.56,1221.2
19-10-2018,50.29,1213.3
20-10-2018,51.45,1226.3
21-10-2018,50.93,1217.6
22-10-2018,52.95,1230.3
23-10-2018,53.25,1240.3
24-10-2018,52.89,1235.9
25-10-2018,51.49,1242.6
26-10-2018,52.61,1243.3
27-10-2018,51,1245.4
28-10-2018,51.65,1245.3
29-10-2018,51.15,1245.8
30-10-2018,52.58,1242.8
31-10-2018,51.2,1235.4
01-11-2018,49.88,1241.7
02-11-2018,46.24,1246.3
03-11-2018,47.2,1255
04-11-2018,45.88,1259.8
05-11-2018,45.59,1258.2
06-11-2018,42.53,1258.2
07-11-2018,42.53,1258.2
08-11-2018,46.22,1258.2
09-11-2018,44.61,1268
10-11-2018,45.33,1279
11-11-2018,45.41,1279
12-11-2018,46.54,1282.9
13-11-2018,47.09,1290.5
14-11-2018,47.96,1279.9
15-11-2018,48.52,1292.2
16-11-2018,49.78,1286.5
17-11-2018,52.36,1288.6
18-11-2018,52.59,1291.9
19-11-2018,51.59,1289
20-11-2018,50.51,1292.8
21-11-2018,52.11,1294.4
22-11-2018,52.31,1292.3
23-11-2018,52.07,1290.7
24-11-2018,53.8,1284.2
25-11-2018,52.57,1282.1
26-11-2018,52.62,1279.8
27-11-2018,53.13,1283.7
28-11-2018,53.69,1293.9
29-11-2018,51.99,1302.2
30-11-2018,53.31,1307.6
01-12-2018,54.23,1310.7
02-12-2018,53.79,1323.3
03-12-2018,55.26,1318.7
04-12-2018,54.56,1312.2
05-12-2018,53.66,1314.2
06-12-2018,54.01,1312.4
07-12-2018,52.64,1310
08-12-2018,52.72,1314.9
09-12-2018,52.41,1306.4
10-12-2018,53.1,1310
11-12-2018,53.9,1312.8
12-12-2018,54.41,1311.5
13-12-2018,55.59,1316.6
14-12-2018,56.09,1325.5
15-12-2018,56.92,1343.8
16-12-2018,56.96,1331.3
17-12-2018,57.26,1329.1
18-12-2018,55.48,1331.1
19-12-2018,55.5,1325.1
20-12-2018,56.94,1322.9
21-12-2018,57.22,1319.2
22-12-2018,55.8,1312
23-12-2018,56.59,1285.4
24-12-2018,56.56,1283.8
25-12-2018,56.22,1285.9
26-12-2018,56.66,1285.3
27-12-2018,56.07,1296.8
28-12-2018,56.79,1292.8
29-12-2018,56.87,1297.1
30-12-2018,58.26,1307
31-12-2018,58.61,1295.6
01-01-2019,58.52,1303.5
02-01-2019,59.09,1305.6
03-01-2019,59.03,1307.7
04-01-2019,59.83,1303.7
05-01-2019,59.98,1309.6
06-01-2019,59.04,1311.3
07-01-2019,58.82,1319.6
08-01-2019,59.94,1316.3
09-01-2019,59.41,1309.7
10-01-2019,59.3,1295.2
11-01-2019,60.14,1295.4
12-01-2019,61.59,1293.5
13-01-2019,62.58,1290.3
14-01-2019,62.46,1290.5
15-01-2019,62.1,1283.2
16-01-2019,63.08,1288.5
17-01-2019,64.4,1300
18-01-2019,63.98,1303
19-01-2019,64.61,1305.5
20-01-2019,63.58,1298.8
21-01-2019,63.89,1294.3
22-01-2019,63.4,1285.7
23-01-2019,64.05,1276.4
24-01-2019,63.76,1275.9
25-01-2019,64,1275.7
26-01-2019,64,1275.7
27-01-2019,65.7,1275.7
28-01-2019,66.3,1269.5
29-01-2019,65.89,1271.7
30-01-2019,65.21,1280.8
31-01-2019,63.3,1284.2
01-02-2019,63.5,1279.5
02-02-2019,63.91,1282.3
03-02-2019,63.6,1283.8
04-02-2019,61.81,1271
05-02-2019,61.94,1278.6
06-02-2019,62.25,1278.6
07-02-2019,61.4,1281.2
08-02-2019,62.12,1285.2
09-02-2019,61.7,1286.1
10-02-2019,61.66,1287.1
11-02-2019,61.04,1295.6
12-02-2019,61.78,1298.4
13-02-2019,62.02,1299.1
14-02-2019,62.87,1291.7
15-02-2019,62.76,1280.8
16-02-2019,63.1,1276.9
17-02-2019,62.99,1271.2
18-02-2019,61.42,1273.8
19-02-2019,57.91,1283.7
20-02-2019,58.63,1282.5
21-02-2019,59.14,1278.3
22-02-2019,58.81,1281.7
23-02-2019,56.59,1281
24-02-2019,53.5,1295.6
25-02-2019,53.25,1317.1
26-02-2019,53.48,1324.3
27-02-2019,51.68,1335.1
28-02-2019,52.59,1335.5
01-03-2019,53.99,1340.7
02-03-2019,53.26,1328.6
03-03-2019,53.27,1324.3
04-03-2019,51.14,1332.4
05-03-2019,52.28,1335.9
06-03-2019,52.51,1351.3
07-03-2019,51.93,1341.3
08-03-2019,53.9,1341.4
09-03-2019,53.76,1344.1
10-03-2019,56.65,1379.5
